ID (Unique record ID),"Species (Dominant tree species, Latin ...)","Spec code (Tree species code, see ""Speci...)","Trees comp (Tree species composition, e.g...)",Comm (Structure of age),Origin,Site ind (Site index code (from 0 to 12...),Standage,Trees canopy h [m] (Average height of the stand -...),DBH [cm] (Average),Trees [#/ha],Stocking rel (Ratio of basal area of a plot...),Tree BA [m**2/ha] (total cross-sectional area of...),Trees grow stock vol [m**3/ha] (Volume of stems of all living...),Stemoverbark,Biom live dm [t/ha] (Bark of stem),Biom live dm [t/ha] (Branches over bark),Foliage,Stumproots,Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of understory),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of green f...),Biom dm [t/ha] (Snags),Biom dm [t/ha] (Logs),Biom dm [t/ha] (Coarse woody debris),Biom dm [t/ha] (Dead branches of living trees),Biom dm [t/ha] (Dead roots),Biom dm [t/ha] (Litter),Country (Country code (ISO ALPHA-3)),Latitude,Longitude,Altitude [m],Date (Year of measurements),Trees (Number of trees selected for ...),LAI,"Ecoregion (Code of ecoregion (Olson, 200...)",Reference
7238,Pseudotsuga menziesii,180,100-FD,,Planted,4,9,5.8,6.9,2133,,,37,14.7,1.8,8.5,9.7,5.5,,,,,,,,,,,,,,,,,NED,52,5.07,,1994,,,80402,"Bartelink, 1996; Olsthoorn, 1991"
5063,Pseudotsuga menziesii,180,100-FD,,Planted,6,16,10.3,9.7,3680,,,179,70.7,5.88,7.51,10.3,20.9,,,,,,,,,,,,,,,,,BUL,45,20.5,650,1989,,,80431,"Ionov, 1992; Olsthoorn, 1991"
7239,Pseudotsuga menziesii,180,100-FD,,Planted,4,19,11.4,13.8,1296,,,151,59.1,7.1,17,13.1,18.1,,,,,,,,,,,,,,,,,NED,52,5.07,,1994,,,80402,"Bartelink, 1996; Olsthoorn, 1991"
9713,Pseudotsuga menziesii,180,100-FD,,Planted,4,20,14.3,18.1,922,,,167,65.5,8.6,16.8,17.4,19.7,,,,,,,,,,,,,,,,,FRA,49,6,650,1989,,,80445,"Ranger et al., 1995; Olsthoorn, 1991"
5064,Pseudotsuga menziesii,180,100-FD,,Planted,6,20,11.6,10.1,3530,,,210,82.7,6.88,8.78,12.1,23.9,,,,,,,,,,,,,,,,,BUL,45,20.5,650,1989,,,80431,"Ionov, 1992; Olsthoorn, 1991"
5065,Pseudotsuga menziesii,180,100-FD,,Planted,6,25,10.9,10.8,3660,,,218,85.9,7.13,9.11,12.6,24.7,,,,,,,,,,,,,,,,,BUL,45,20.5,650,1989,,,80431,"Ionov, 1992; Olsthoorn, 1991"
7240,Pseudotsuga menziesii,180,100-FD,,Planted,4,29,17.7,20.6,765,,,252,96.3,11.5,13.6,10,28.1,,,,,,,,,,,,,,,,,NED,52,5.07,,1994,,,80402,"Bartelink, 1996; Olsthoorn, 1991"
7241,Pseudotsuga menziesii,180,100-FD,,Planted,4,39,24.1,28.5,406,,,313,119.8,14.3,14.6,8.7,33.7,,,,,,,,,,,,,,,,,NED,52,5.07,,1994,,,80402,"Bartelink, 1996; Olsthoorn, 1991"
9714,Pseudotsuga menziesii,180,100-FD,,Planted,4,40,28.2,33.3,490,,,584,223.5,28.7,25,13.6,57.3,,,,,,,,,,,,,,,,,FRA,49,6,650,1989,,,80445,"Ranger et al., 1995; Olsthoorn, 1991"
9716,Pseudotsuga menziesii,180,100-FD,,Planted,4,47,31,43.6,350,,,609,232.9,29.7,25.9,13.6,58.3,,,,,,,,,,,,,,,,,FRA,46,4.33,750,1999,,,80445,"Ranger, Gelhaye, 2001"
9715,Pseudotsuga menziesii,180,100-FD,,Planted,4,60,36.3,52.1,312,,,953,352,45,49.7,16.1,87.1,,,,,,,,,,,,,,,,,FRA,49,6,650,1989,,,80445,"Ranger et al., 1995; Olsthoorn, 1991"
4993,Pseudotsuga menziesii,180,100-FD,,Planted,4,70,36.5,58.5,217,,,994,367,33,29.1,7.7,67,,,,,,,,,,,,,,,,,BEL,50.03,5.27,370,1975,,,80445,"Duvigneaud et al., 1977a, b"
5501,Eucalyptus tereticornis,180,100-Gu,,Planted,,5,,11.7,1670,,,79,53.7,,10.1,6.68,10.6,,,,,,,,,,,,,,,,,IND,29,77,300,1974,,,41303,"Singh, Sharma, 1976"
5502,Eucalyptus tereticornis,180,100-Gu,,Planted,,6,,13.1,1110,,,64,41.3,,6.3,3.4,9.71,,,,,,,,,,,,,,,,,IND,29,77,300,1974,,,41303,"Singh, Sharma, 1976"
5503,Eucalyptus tereticornis,180,100-Gu,,Planted,,7,,26.3,700,,,84,54.9,,11.4,4.58,10.9,,,,,,,,,,,,,,,,,IND,29,77,300,1974,,,41303,"Singh, Sharma, 1976"
5504,Eucalyptus tereticornis,180,100-Gu,,Planted,,8,,21.6,1360,,,155,101,,28.1,16.1,22.2,,,,,,,,,,,,,,,,,IND,29,77,300,1974,,,41303,"Singh, Sharma, 1976"
5505,Eucalyptus tereticornis,180,100-Gu,,Planted,,9,,25.2,840,,,214,139.2,,30.9,8.02,18.6,,,,,,,,,,,,,,,,,IND,29,77,300,1974,,,41303,"Singh, Sharma, 1976"
7304,Larix sukaczewii,104,100-La,,Planted,5,10,5,5.4,5000,,,26.9,15.9,,7.5,8.5,8,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
9909,Larix leptolepis,104,100-La,,Planted,4,13,8.4,7.1,6738,,,125,51.7,,12.4,5.3,19.8,,,,,,,,,,,,,,,,,JPN,35,137,1000,1964,,,80440,"Hatiya et al., 1966a"
7306,Larix sukaczewii,104,100-La,,Planted,6,14,6.2,5.7,6000,,,69.6,34.8,,16.8,12.6,21.6,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
7305,Larix sukaczewii,104,100-La,,Planted,5,14,7.1,7.8,6000,,,74.1,37.2,,19.9,15,26.4,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
3841,Larix leptolepis,104,100-La,,Planted,4,18,10.31,10.7,2582,,,128,51.3,,10.1,4.37,16.7,,,,,,,,,,,,,,,,,JPN,43,143,,1993,,6.16,80510,"Kurashi et al., 1993"
9907,Larix leptolepis,104,100-La,,Planted,5,19,10.99,11.2,2531,,,148,59.2,,10.5,4.54,19.3,,,,,,,,,,,,,,,,,JPN,35,137,1040,1991,,,80440,"Kurashi et al., 1993"
9908,Larix leptolepis,104,100-La,,Planted,4,20,11.67,11.8,2329,,,157,62.9,,9.91,4.28,20.6,,,,,,,,,,,,,,,,,JPN,35,137,1040,1991,,,80440,"Kurashi et al., 1993"
5890,Larix gmelinii,104,100-La,,Planted,4,21,13.5,13.4,1450,,,139,97.7,12.5,11,3.32,31.2,,,,,,,,,,,,,,,,,CHN,45.45,127.95,350,1988,,,80426,"Liu et al., 1990"
5891,Larix gmelinii,104,100-La,,Planted,4,24,16.4,17.1,1158,,,173.6,111.7,9.14,18.2,4.66,36.6,,,,,,,,,,,,,,,,,CHN,45.38,127.53,320,1988,,,80426,"Ding et al., 1990"
5892,Larix gmelinii,104,100-La,,Planted,4,24,15.2,15.8,1300,,,168.9,108.4,8.87,17.5,3.63,35.2,,,,,,,,,,,,,,,,,CHN,45.38,127.53,320,1988,,,80426,"Ding et al., 1990"
5893,Larix gmelinii,104,100-La,,Planted,4,24,14.6,14.8,1358,,,152.9,89.6,7.33,12.9,3.12,27.7,,,,,,,,,,,,,,,,,CHN,45.38,127.53,320,1988,,,80426,"Ding et al., 1990"
5894,Larix gmelinii,104,100-La,,Planted,4,24,14.07,13.1,1475,,,119,93.84,7.67,8.66,2.76,29.1,,,,,,0.1,0.076,0.1,0.038,0.05,,,0,,,2.81,CHN,45.38,127.53,320,1988,,,80426,"Ding et al., 1990"
7307,Larix sukaczewii,104,100-La,,Planted,5,25,14,16,1000,,,141,73.4,,19.2,6.1,19.7,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
2805,"Larix decidua, L. sukaczewii",104,100-La,,Planted,5,25,12,12,1910,0.85,24.6,134,82.9,,19.1,6,14.3,,,,,,,,,,,,,,,,,RUS,56,38,,1964,,,80436,"Salmina, 1973"
2804,"Larix decidua, L. sukaczewii",104,100-La,,Planted,4,27,15,12.2,1808,0.7,21.8,156,76.7,,16.4,2.7,13,,,,,,,,,,,,,,,,,RUS,56,38,,1964,,,80436,"Salmina, 1973"
9880,Larix leptolepis,104,100-La,,Planted,6,31,11.7,15.3,933,,,107.3,49.8,,6.3,2.6,16.8,,,,,,,,,,,,,,,,,JPN,36.83,139.67,,1972,,,80428,"Karizumi, 1974"
9881,Larix leptolepis,104,100-La,,Planted,9,31,6.4,10.4,1520,,,48.6,23.7,,4.51,0.53,9.73,,,,,,,,,,,,,,,,,JPN,36.83,139.67,,1972,,,80428,"Karizumi, 1974"
9891,Larix leptolepis,104,100-La,,Planted,5,33,17.8,23.2,850,,,313.7,152.8,,22.8,2.46,39,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
7311,Larix sukaczewii,104,100-La,,Planted,4,38,24,20.3,700,,,252,125.9,,12.5,5.3,25.1,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
7310,Larix sukaczewii,104,100-La,,Planted,5,38,16,18,1550,,,265,146.8,,15.2,7.2,26.4,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
7312,Larix sukaczewii,104,100-La,,Planted,5,38,16,18,1650,,,355,155,,16,6.8,27.9,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
7309,Larix sukaczewii,104,100-La,,Planted,7,38,12,13,3000,,,245,135.1,,14,6.6,24.3,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
3918,Larix leptolepis,104,100-La,,Planted,5,39,19.4,21.1,1155,0.96,36.04,350,145.35,,15.5,3.59,34.84,,,,,4.04,1.7,4.03,5.74,0.96,2.35,,,,,,,JPN,43,143,,1964,,4.24,80510,"Satoo, 1970a"
7313,Larix sukaczewii,104,100-La,,Planted,6,40,17,20,1000,,,351,152.2,,15.5,7.5,28.9,,,,,,,,,,,,,,,,,RUS,56.67,48.17,,2001,,,80608,"Karaseva, 2003"
9898,Larix leptolepis,104,100-La,,Planted,4,43,22.6,25.4,661,,,375.4,132.1,,9.01,1.84,32.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9892,Larix leptolepis,104,100-La,,Planted,6,44,17.2,20.6,927,,,264.2,95.9,,10.5,2.14,27.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9893,Larix leptolepis,104,100-La,,Planted,7,44,12.7,18.6,1089,,,190.6,68.6,,13.6,3.14,29.2,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9897,Larix leptolepis,104,100-La,,Planted,4,45,23.6,27.6,444,,,314.4,129.2,,13.3,2.42,32.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9899,Larix leptolepis,104,100-La,,Planted,5,45,21.5,24.2,655,,,317.7,124.5,,12.2,2.42,31.9,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9896,Larix leptolepis,104,100-La,,Planted,5,45,20.7,23.7,773,,,337.8,137.1,,11.3,3.04,35.3,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9895,Larix leptolepis,104,100-La,,Planted,5,45,18.4,21,997,,,293.1,124.6,,8.12,2.47,32.6,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9884,Larix leptolepis,104,100-La,,Planted,8,45,11,12.8,1440,,,105.1,43.8,,6.06,1.83,18.6,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9894,Larix leptolepis,104,100-La,,Planted,6,45,14.7,17.4,1563,,,256.3,111.7,,8.92,2.12,32.7,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9889,Larix leptolepis,104,100-La,,Planted,7,47,14.7,19.5,563,,,139.6,56.4,,6.63,1.39,18.9,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9888,Larix leptolepis,104,100-La,,Planted,6,47,17,19.9,945,,,256.1,102.7,,8.48,1.29,30.6,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9886,Larix leptolepis,104,100-La,,Planted,8,47,12.6,14.1,1347,,,142.8,57.7,,5.9,1.56,18.5,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9887,Larix leptolepis,104,100-La,,Planted,8,47,11.7,14.4,1445,,,156.1,62.9,,5.15,2.2,19.4,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9882,Larix leptolepis,104,100-La,,Planted,9,47,9.1,10.7,2100,,,92.4,38.8,,5.53,2.04,14.8,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9885,Larix leptolepis,104,100-La,,Planted,9,48,10.1,14.6,761,,,76.9,34.5,,5.27,0.94,13.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9890,Larix leptolepis,104,100-La,,Planted,6,48,19.2,21.6,865,,,305.3,112.4,,7.69,1.43,28.4,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9883,Larix leptolepis,104,100-La,,Planted,10,48,7,10.7,1221,,,48.8,19.6,,5.95,1.71,10.9,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9904,Larix leptolepis,104,100-La,,Planted,7,50,16.1,21.5,552,,,162.8,63.3,,11.7,1.36,21.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9905,Larix leptolepis,104,100-La,,Planted,5,51,21.8,28.6,367,,,250.7,97.8,,14.9,1.73,25.9,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9878,Larix leptolepis,104,100-La,,Planted,6,51,17.6,20.9,822,,,263.9,106.4,,13.6,2.48,30.1,,,,,,,,,,,,,,,,,JPN,36.83,139.67,,1972,,,80428,"Karizumi, 1974"
9879,Larix leptolepis,104,100-La,,Planted,8,51,11.8,16.2,1070,,,145.5,64.5,,9.17,2.23,23.9,,,,,,,,,,,,,,,,,JPN,36.83,139.67,,1972,,,80428,"Karizumi, 1974"
9901,Larix leptolepis,104,100-La,,Planted,7,52,15.7,22.8,570,,,185.8,76.2,,16.1,2.09,26.1,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9902,Larix leptolepis,104,100-La,,Planted,8,52,13.5,18.6,1395,,,262.3,103.3,,16.2,3.22,35.2,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9903,Larix leptolepis,104,100-La,,Planted,9,52,9.9,14.4,2099,,,159.5,63.5,,13.7,2.91,24,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9900,Larix leptolepis,104,100-La,,Planted,9,52,10.1,13.4,2762,,,209.9,81,,13.6,2.98,28.4,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
9906,Larix leptolepis,104,100-La,,Planted,8,53,11.2,15.9,1152,,,122.1,46.8,,9.67,1.43,17.2,,,,,,,,,,,,,,,,,JPN,36.5,138.17,,1972,,,80428,"Karizumi, 1974"
3863,"Larix decidua, L. sukaczewii",104,100-La,,Planted,5,230,40,51.6,275,1.2,,965,427.6,52,37.9,6.52,98,,,,,,,,,,,,,,,,,RUS,60.5,30,,1970,,,80608,"Govorenkov, 1972"
5506,Shorea robusta,180,100-Mer,,Planted,,5,4.7,5.54,3150,,,15,11.6,,1.4,2.5,4.4,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
5507,Shorea robusta,180,100-Mer,,Planted,,8,7.4,9.63,2568,,,56,45.2,,7.4,6.8,15.9,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
5512,Shorea robusta,180,100-Mer,,Planted,,10,8.6,9.32,2229,,,40,31.7,,3.2,3.6,12.2,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5508,Shorea robusta,180,100-Mer,,Planted,,14,11.1,12.5,1660,,,91,73.1,,8.7,6.2,16.9,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
5513,Shorea robusta,180,100-Mer,,Planted,,16,12.3,11,1461,,,47,37.9,,4.5,3.5,13.7,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5514,Shorea robusta,180,100-Mer,,Planted,,22,14.2,12.3,1687,,,121,96.9,,3.7,3.7,23.6,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5509,Shorea robusta,180,100-Mer,,Planted,,26,15.5,19.1,1620,,,239,190.9,,17.6,8.1,55.1,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
5515,Shorea robusta,180,100-Mer,,Planted,,28,17.1,15.8,1594,,,182,145.5,,16.4,5.5,38.8,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5510,Shorea robusta,180,100-Mer,,Planted,,30,17.2,22.3,1496,,,365,292.3,,30.1,13.5,63.3,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
5516,Shorea robusta,180,100-Mer,,Planted,,35,17.6,17.4,1741,,,284,226.9,,14.5,7,62.2,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5517,Shorea robusta,180,100-Mer,,Planted,,38,20.9,23.3,742,,,259,207,,33,6.4,47.5,,,,,,,,,,,,,,,,,IND,27,83.88,81,1979,,,40166,"DeAngelis et al., 1981"
5511,Shorea robusta,180,100-Mer,,Planted,,40,21.2,27.3,1134,,,603,482.2,,42.2,15.8,100.9,,,,,,,,,,,,,,,,,IND,27,83.88,81,1970,,,40166,"Faruqui, 1972"
10285,Metasequoia glyptostroboides,180,100-Met,,Planted,,9,8.9,6.9,6180,,,125,40.4,,7.5,5.1,8.9,,,,,,,,,,,,,,,,,JPN,34,132,30,1968,,,80440,"Saito et al., 1970"
10287,Metasequoia glyptostroboides,180,100-Met,,Planted,,17,14.7,20.2,753,,,172,56,,12.42,4.28,17.8,,,,,,,,,,,,,,,,,JPN,35.67,139.33,,1972,,,80440,"Satoo, 1974d"
9171,Quercus robur,110,100-Oa,,Planted,9,4,0.21,0.82,200000,0.68,,4,1.8,,0.04,1.58,8.52,,,,,,,,,,,,,,,,,RUS,56,38,,1950,,,80436,"Rakhteyenko, 1952"
3484,Quercus robur,110,100-Oa,,Planted,6,5,2,,6200,0.12,,2,1.32,0.34,0.71,0.65,14.1,,,,,,,,,,,,,,,,,UKR,47.4,33,85,1974,,,80814,"Vatkovski, 1976"
3485,Quercus robur,110,100-Oa,,Planted,5,11,5.8,,8200,0.46,,24,20.6,3.8,6.57,2.78,30.3,,,,,,,,,,,,,,,,,UKR,47.4,33,85,1974,,,80814,"Vatkovski, 1976"
3486,Quercus robur,110,100-Oa,,Planted,6,15,6.3,,4450,0.63,,37,29.7,4.2,7.8,3.7,26.4,,,,,,,,,,,,,,,,,UKR,47.4,33,85,1974,,,80814,"Vatkovski, 1976"
3453,Quercus robur,110,100-Oa,,Planted,6,25,11.2,7.8,4876,1.08,,141,84.6,,21.06,2.68,22.7,,,,,,,,,,,,,,,,,RUS,52.4,37,,1958,,,80419,"Rozanova, 1960; Utkin, 1970"
3487,Quercus robur,110,100-Oa,,Planted,8,25,5.7,,6700,1,,51,32.5,8,11.3,3.92,45.3,,,,,,,,,,,,,,,,,UKR,47.4,33,85,1974,,,80814,"Vatkovski, 1976"
3488,Quercus robur,110,100-Oa,,Planted,8,35,9.2,,1800,1.07,,105,45.2,10.2,7.74,2.9,28.1,,,,,,,,,,,,,,,,,UKR,47.4,33,85,1974,,,80814,"Vatkovski, 1976"
1762,Quercus robur,110,100-Oa,,Planted,6,70,22.8,35.1,416,0.9,,343,260,26.3,40.131,2.744,66.885,,,,,,,,,,,,,,,,,UKR,48,37.2,90,1974,,,80814,"Vatkovski, 1976"
4992,"Pinus nigra, plantations",1012,100-Pb,,Planted,7,62,22.6,33.2,460,1.2,,463,201.2,30.8,23.1,8.27,45.6,,,,,,,,,,,,,,,,,BEL,51.17,5.33,54,1996,,,80402,"Neirynck et al., 1998"
5107,Pinus sylvestris,101,100-Pi,,Planted,9,3,0.33,,5310,,,0.02,0.01,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,GBR,52.51,1.749,50,1955,,,80421,"Ovington, 1957"
8831,Pinus pithyusa,180,100-Pi,,Planted,5,5,2.8,3,3678,0.46,,7,3.8,,0.66,0.44,0.82,,,,,,,,,,,,,,,,,RUS,43.75,39.83,,1981,,,80408,"Kosarev, Uspenski, 1983"
8841,Pinus pinaster,101,100-Pi,,Planted,6,5,2.1,2.4,4646,0.51,,5,3.1,,0.49,0.33,0.59,,,,,,,,,,,,,,,,,RUS,43.75,39.83,,1981,,,80408,"Kosarev, Uspenski, 1983"
5108,Pinus sylvestris,101,100-Pi,,Planted,9,7,1.36,0.5,4810,0.3,,2.15,1.01,,0.96,2.12,3.37,,,,,,,,,,,,,,,,,GBR,52.51,1.749,50,1955,,,80421,"Ovington, 1957"
5058,Pinus nigra,1012,100-Pi,,Planted,8,7,2.21,3.4,5720,2,,27,12,,5.3,6.4,4.1,,,,,,,,,,,,,,,,,BUL,43.5,27,,1968,,,80404,"Manolova, 1970"
5057,Pinus nigra,1012,100-Pi,,Planted,6,7,3.34,5.3,5860,2,,52,22.2,,9.2,6.1,3.1,,,,,,,,,,,,,,,,,BUL,43.5,27,,1968,,,80404,"Manolova, 1970"
5056,Pinus nigra,1012,100-Pi,,Planted,8,7,2.1,3.9,7920,2,,67,28,,12,20.8,6.2,,,,,,,,,,,,,,,,,BUL,43.5,27,,1968,,,80404,"Manolova, 1970"
8504,Pinus sylvestris,101,100-Pi,,Planted,6,8,4,4,3112,0.41,,12,3.8,,0.2,0.44,0.8,,,,,,,,,,,,,,,,,RUS,49,44,,1995,,,80814,"Utkin et al., 1997"
8832,Pinus pithyusa,180,100-Pi,,Planted,4,10,6.6,9,2122,0.73,,51,28,,3.98,2.7,5.81,,,,,,,,,,,,,,,,,RUS,43.75,39.83,,1981,,,80408,"Kosarev, Uspenski, 1983"
8815,Pinus sylvestris,101,100-Pi,,Planted,8,10,3,3,2400,0.2,,4.2,3.8,0.4,1.5,3.1,0.8,,,,,,,,,,,,,,,,,RUS,56,92,,1988,,,80444,"Stakanov, 1990"
8842,Pinus pinaster,101,100-Pi,,Planted,4,10,6.5,7.8,3035,0.83,,56,34.7,,4.59,3.14,6.38,,,,,,,,,,,,,,,,,RUS,43.75,39.83,,1981,,,80408,"Kosarev, Uspenski, 1983"
2200,Pinus sylvestris,101,100-Pi,,Planted,7,10,4.7,3.2,3275,0.45,,18,5.8,,1.494,1.098,2.106,,,,,,,,,,,,,,,,,RUS,53,42,,1989,,,80419,"Uspenski, 1987"
8565,Pinus sylvestris,101,100-Pi,,Planted,6,10,4.5,7.4,3295,0.87,,31,12.7,,11.9,10.2,5.5,,,,,,,,,,,,,,,,,RUS,48.83,43,,1977,,,80814,"Basov, 1979"
8767,Pinus sylvestris,101,100-Pi,,Planted,7,10,3.6,4.8,3330,0.63,,16.3,5.98,,3.49,5.16,1.37,,,,,,,,,,,,,,,,,RUS,55,82.5,,1966,,,80809,"Usoltsev et al., 1999b; Gabeyev, 1968, 1969"
8522,Pinus sylvestris,101,100-Pi,,Planted,7,10,3.7,5.3,3500,2,,68,27.1,,10.3,5.4,10.4,,,,,,,,,,,,,,,,,RUS,51,44,,1979,,,80814,"Yashcheritsina, 1981a,b"
8483,Pinus sylvestris,101,100-Pi,,Planted,7,10,3.7,5,3895,0.95,,26,8.3,,2,1.4,3,,,,,,,,,,,,,,,,,RUS,53,42,,1985,,,80419,"Uspenski, 1987"
2152,Pinus sylvestris,101,100-Pi,,Planted,5,10,6.3,5.5,4182,0.85,,53,17,,4.081,2.809,5.989,,,,,,,,,,,,,,,,,RUS,53,42,,1989,,,80419,"Uspenski, 1987"
2164,Pinus sylvestris,101,100-Pi,,Planted,5,10,5.9,4.9,4198,0.79,,44,14.1,,3.388,2.288,5.016,,,,,,,,,,,,,,,,,RUS,53,42,,1989,,,80419,"Uspenski, 1987"
8482,Pinus sylvestris,101,100-Pi,,Planted,6,10,5.4,4.2,4240,0.7,,34,10.7,,2.584,1.802,3.808,,,,,,,,,,,,,,,,,RUS,53,42,,1985,,,80419,"Uspenski, 1987"
4839,Pinus sylvestris,101,100-Pi,,Planted,8,10,2.6,3.1,6554,0.71,,12,7.03,,4.93,3.85,2,,,,,,,,,,,,,,,,,BLR,54.5,29,,1977,,,80436,"Gruk, 1979"
8752,Pinus sylvestris,101,100-Pi,,Planted,6,10,2.6,2.7,6763,2,,30,13,,5.1,7.3,11.8,,,,,,,,,,,,,,,,,RUS,55,82.5,,1966,,,80809,"Gabeyev, 1968, 1976, 1990"
331,Pinus sylvestris,101,100-Pi,even-aged,Planted,7,10,4,4.3,7012,0.97,10.18,30,11.6,2,4.9,7.6,19,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
4846,Pinus sylvestris,101,100-Pi,,Planted,6,10,4.3,4.9,7274,1.33,,44,18.7,,7.22,5.64,7.11,,,,,,,,,,,,,,,,,BLR,54.5,27,,1977,,,80436,"Gruk, 1979"
337,Pinus sylvestris,101,100-Pi,even-aged,Planted,7,10,3.4,3.7,8260,1.01,8.77,24,9,1.7,3.8,6.4,16.1,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1986,10,,80810,"Usoltsev, 1988"
375,Pinus sylvestris,101,100-Pi,even-aged,Planted,8,10,3.1,3.8,8677,1.17,9.84,26,11.6,,5.5,11.3,19,,,,,,,,,,,,,,1.8,,,KAZ,53.2,65,,1984,10月20日,,80810,"Makarenko, 1985, 1987"
8768,Pinus sylvestris,101,100-Pi,,Planted,7,10,3.8,4.6,8800,1.16,,33.1,12.1,,5.97,9.39,2.6,,,,,,,,,,,,,,,,,RUS,55,82.5,,1966,,,80809,"Usoltsev et al., 1999b; Gabeyev, 1968, 1969"
344,Pinus sylvestris,101,100-Pi,even-aged,Planted,9,10,1.6,3.2,9700,1.64,8.03,15,5.5,1.9,4.3,5.8,2.6,,,,,,,,,,,,,,,,,KAZ,52.2,64,,1985,10,,80810,"Usoltsev, 1987"
